表名,模块,估算行数
"CBO_TransportMode","CBO","6"
"CBO_TransportMode_Trl","CBO","6"
"CBO_U9BeginToBIPColumn","CBO","201"
"CBO_U9BeginToBIPColumn_Trl","CBO","202"
"CBO_U9BeginToBIPMap","CBO","0"
"CBO_U9BeginToBIPMapLine","CBO","0"
"CBO_U9BeginToBIPMapPreSet","CBO","265"
"CBO_U9BeginToBIPMapSubLine","CBO","0"
"CBO_U9BeginToBIPTemplate","CBO","0"
"CBO_U9BeginToBIPTemplateLine","CBO","0"
"CBO_U9BeginToBIPTemplateSubLine","CBO","0"
"CBO_U9BeginToBIPTemplateSubLine_Trl","CBO","0"
"CBO_U9GLBeginBalanceToBIP","CBO","0"
"CBO_U9GLBeginBalanceToBIP_Trl","CBO","0"
"CBO_U9GLBeginBalanceToBIPTemplate","CBO","0"
"CBO_U9GLBeginBalanceToBIPTemplate_Trl","CBO","0"
"CBO_U9GLBeginBalanceToBIPTemplateLine","CBO","0"
"CBO_U9GLBeginBalanceToBIPTemplateLine_Trl","CBO","0"
"CBO_U9SOBToBIPSetting","CBO","0"
"CBO_U9ToBIPSystemIntegrationSetting","CBO","5"
"CBO_U9VoucherToNCSettings","CBO","0"
"CBO_UBankArea","CBO","2107"
"CBO_UBankArea_Trl","CBO","2107"
"CBO_UBankCode","CBO","213"
"CBO_UBankCode_Trl","CBO","213"
"CBO_UOpenAccount","CBO","137593"
"CBO_UOpenAccount_Trl","CBO","137593"
"CBO_UOrderService","CBO","2"
"CBO_UOrderServiceScheduleReq","CBO","0"
"CBO_UpdateBOMComponentIsPhantomPart_130705","CBO","0"
"CBO_UpdateMOPickListIsPhantomPart_130705","CBO","0"
"CBO_VerticalBarCode","CBO","0"
"CBO_VMIRule","CBO","0"
"CBO_VMIRule_Trl","CBO","0"
"CBO_VoucherCategory","CBO","274"
"CBO_VoucherCategory_Trl","CBO","274"
"CBO_VoucherCategoryMappingRule","CBO","0"
"CBO_VoucherInfo","CBO","0"
"CBO_Wh","CBO","150"
"CBO_Wh_Trl","CBO","150"
"CBO_WhItem","CBO","0"
"CBO_WhItem_Trl","CBO","0"
"CBO_WhStorageType","CBO","1200"
"CBO_WhStorageType_Trl","CBO","1200"
"CBO_WHT","CBO","0"
"CBO_WHT_Trl","CBO","0"
"CBO_WHTSchedule","CBO","0"
"CBO_WHTSchedule_Trl","CBO","0"
"CBO_WHTScheduleWHT","CBO","0"
"CBO_WorkCenter","CBO","368"
"CBO_WorkCenter_Trl","CBO","368"
"CBO_WorkCenterResource","CBO","0"
"CBO_WorkCenterResource_Trl","CBO","0"
"CBO_WorkSeason","CBO","0"
"CBO_WorkSeason_Trl","CBO","0"
"CBO_YYCRequestLogInfo","CBO","253"
"CBS_AllocFrom","CBS","0"
"CBS_AllocFrom_Trl","CBS","0"
"CBS_AllocMethod","CBS","3"
"CBS_AllocMethod_Trl","CBS","6"
"CBS_AllocRate","CBS","0"
"CBS_AllocTable","CBS","0"
"CBS_AllocTo","CBS","0"
"CBS_CAToCBS","CBS","0"
"CBS_CBSDataSrcDef","CBS","0"
"CBS_CBSDataSrcDef_Trl","CBS","0"
"CBS_CBSExpenditures","CBS","0"
"CBS_CBSPeriodClose","CBS","0"
"CBS_CBSPeriodCost","CBS","0"
"CBS_CBSProjectBudget","CBS","0"
"CBS_CBSProjectBudget_Trl","CBS","0"
"CBS_CBSProjectBudgetLine","CBS","0"
"CBS_CBSProjectEstimate","CBS","0"
"CBS_CBSProjectEstimate_Trl","CBS","0"
"CBS_CBSProjectEstimateLine","CBS","0"
"CBS_CBSWorkHours","CBS","0"
"CBS_CBSWorkHours_Trl","CBS","0"
"CBS_CheckInfor","CBS","0"
"CBS_ERToCBS","CBS","0"
"CBS_ERToCBS_Trl","CBS","0"
"CBS_GLToCBS","CBS","0"
"CBS_GLToCBSSegment","CBS","0"
"CBS_INVControlDocType","CBS","0"
"CBS_InvToCBS","CBS","0"
"CBS_InvToCBS_Trl","CBS","0"
"CBS_PrjCostCarryOverSOBSub","CBS","0"
"CBS_ProjectBudget","CBS","0"
"CBS_ProjectBudgetAdjustDoc","CBS","0"
"CBS_ProjectBudgetAdjustDoc_Trl","CBS","0"
"CBS_ProjectBudgetAdjustDocLine","CBS","0"
"CBS_ProjectBudgetAdjustDocType","CBS","26"
"CBS_ProjectBudgetAdjustDocType_Trl","CBS","26"
"CBS_ProjectBudgetBgtDocType","CBS","26"
"CBS_ProjectBudgetBgtDocType_Trl","CBS","26"
"CBS_ProjectBudgetDocType","CBS","26"
"CBS_ProjectBudgetDocType_Trl","CBS","26"
"CBS_ProjectBudgetTemplete","CBS","0"
"CBS_ProjectBudgetTemplete_Trl","CBS","0"
"CBS_ProjectBudgetTmpltLine","CBS","0"
"CBS_ProjectCostCarryOverDetail","CBS","0"
"CBS_ProjectCostCarryOverDoc","CBS","0"
"CBS_ProjectCostCarryOverDoc_Trl","CBS","0"
"CBS_ProjectCostCarryOverDocLine","CBS","0"
"CBS_ProjectCostCarryOverDocLine_Trl","CBS","0"
"CBS_ProjectCostCarryOverDocType","CBS","26"
"CBS_ProjectCostCarryOverDocType_Trl","CBS","26"
"CBS_ProjectCostCarryQuery","CBS","0"
"CBS_ProjectCostCarryQueryLine","CBS","0"
"CBS_ProjectCostCarryQuerySubLine","CBS","0"
"CBS_ProjectCostPeriod","CBS","0"
"CBS_ProjectExpenses","CBS","0"
"CBS_ProjectExpensesDetail","CBS","0"
"CBS_ProjectRealInCome","CBS","0"
"CBS_ProjectRealInComeLine","CBS","0"
"CBS_ProTaskSeq","CBS","0"
"CBS_UserDefAllocRate","CBS","0"
"CBS_UserDefAllocRate_Trl","CBS","0"
"CBS_UserDefAllocRatebyobject","CBS","0"
"CBS_WBSPeriodCost","CBS","0"
"CC_CreditBalance","CC","0"
"CC_CreditBalance_Trl","CC","0"
"CC_CreditControlObject","CC","0"
"CC_CreditControlObject_Trl","CC","0"
"CC_CreditLevel","CC","0"
"CC_CreditLevel_Trl","CC","0"
"CC_CreditLevelCurrency","CC","0"
"CC_CreditLevelCurrency_Trl","CC","0"
"CC_CreditLevelProduct","CC","0"
"CC_CreditLevelProduct_Trl","CC","0"
"CC_CreditLimitRate","CC","0"
"CC_CreditLimitRate_Trl","CC","0"
"CC_CreditObjectPeriodBegin","CC","0"
"CC_CreditObjectPeriodBegin_Trl","CC","0"
"CC_CreditObjectPeriodBeginProduct","CC","0"
"CC_CreditObjectPeriodBeginProduct_Trl","CC","0"
"CC_CreditPolicy","CC","0"
"CC_CreditPolicy_Trl","CC","0"
"CC_ObjectCreditLevel","CC","0"
"CC_ObjectCreditLevel_Trl","CC","0"
"CC_ObjectCreditLevelApproval","CC","0"
"CC_ObjectCreditLevelApproval_Trl","CC","0"
"CC_ObjectCreditLevelApprovalCurrency","CC","0"
"CC_ObjectCreditLevelApprovalCurrency_Trl","CC","0"
"CC_ObjectCreditLevelApprovalProduct","CC","0"
"CC_ObjectCreditLevelApprovalProduct_Trl","CC","0"
"CC_ObjectCreditLevelCurrency","CC","0"
"CC_ObjectCreditLevelCurrency_Trl","CC","0"
"CC_ObjectCreditLevelProduct","CC","0"
"CC_ObjectCreditLevelProduct_Trl","CC","0"
"CC_ObjectCreditPolicy","CC","0"
"CC_ObjectCreditPolicy_Trl","CC","0"
"CC_ProductCreditBalance","CC","0"
"CC_ProductCreditBalance_Trl","CC","0"
"CC_TempCredit","CC","0"
"CC_TempCredit_Trl","CC","0"
"CC_TempCreditProduct","CC","0"
"CC_TempCreditProduct_Trl","CC","0"
"CC_TransType","CC","8"
"CC_TransType_Trl","CC","8"
"CE_CELimit","CE","0"
"CE_CELimit_Trl","CE","0"
"CE_CELimitLine","CE","0"
"CE_CELimitType","CE","0"
"CE_CELimitType_Trl","CE","0"
"CFP_ForecastCell","CFP","0"
"CFP_ForecastCell_Trl","CFP","0"
"CFP_ForecastClue","CFP","0"
"CFP_ForecastColumns","CFP","0"
"CFP_ForecastError","CFP","0"
"CFP_ForecastError_Trl","CFP","0"
"CFP_ForecastMerge","CFP","0"
"CFP_Forecasts","CFP","0"
"CFP_ForecastTemplate","CFP","0"
"CFP_ForecastTemplate_Trl","CFP","0"
"CFP_ForecastTemplateDetail","CFP","0"
"CFP_ForecastTemplateDetail_Trl","CFP","0"
"CFP_ForecastVersion","CFP","0"
"CFP_ForecastVersion_Trl","CFP","0"
"CFP_ForecastVersionClue","CFP","0"
"CFP_ForecastVersionDetail","CFP","0"
"CFP_ForecastVersionDetail_Trl","CFP","0"
"CFP_ForecastVersionTargetOrg","CFP","0"
"CFP_MainPlan","CFP","0"
"CFP_MainPPForPer","CFP","0"
"CFP_MainPPForPer_Trl","CFP","0"
"CFP_NMReserve","CFP","0"
"CFP_Plan","CFP","0"
"CFP_Plan_Trl","CFP","0"
"CFP_PlanControlDef","CFP","0"
"CFP_PlanDetail","CFP","0"
"CFP_PlanDocType","CFP","0"
"CFP_PlanDocType_Trl","CFP","0"
"CFP_PlanExe","CFP","0"
"CFP_PlanExeDetail","CFP","0"
"CFP_PlanPerForPer","CFP","0"
"CFP_PlanPeriodBegin","CFP","0"
"CFP_PlanTargetOrg","CFP","0"
"CFP_ReceiveAllocateExeDetail","CFP","0"
"CFP_ReceiveAllocateExeSum","CFP","0"
"CFP_RecMoneyPolicyHead","CFP","0"
"CFP_RecMoneyPolicyHead_Trl","CFP","0"
"CFP_RecMoneyPolicyLine","CFP","0"
"CFP_SrcAndItem","CFP","0"
"CFP_TempTable","CFP","0"
"CM_BankCheckHead","CM","0"
"CM_BankCheckInterfaceHead","CM","0"
"CM_BankCheckInterfaceLine","CM","0"
"CM_BankCheckLine","CM","0"
"CM_BankCheckLine_Trl","CM","0"
"CM_BankCheckResult","CM","0"
"CM_BankCheckResultDetail","CM","0"
"CM_BankCurrencyCorrespond","CM","0"
"CM_BankTransCode","CM","0"
"CM_BankTransCode_Trl","CM","0"
"CM_BankTransCodeOrg","CM","0"
"CM_CashierBeginBalance","CM","95"
"CM_CashierBeginBalance_Trl","CM","36"
"CM_CashierDailySum","CM","27792"
"CM_CashierJournal","CM","2947"
"CM_CashierJournal_Trl","CM","2947"
"CM_ChanpayAmount","CM","0"
"CM_CMBankAccBal","CM","36265"
"CM_CMBankAccPerBeginHead","CM","92"
"CM_CMBankAccPerBeginLine","CM","92"
"CM_CMBankAccPerBeginLine_Trl","CM","92"
"CM_CMBankDiary","CM","31025"
"CM_CMBankDiary_Trl","CM","31025"
"CM_CMCashBalance","CM","861"
"CM_CMCashDiary","CM","18"
"CM_CMCashDiary_Trl","CM","18"
"CM_CMCashPerBegin","CM","6"
"CM_CMCashPerBegin_Trl","CM","6"
"CM_CMCashStoreLimit","CM","0"
"CM_CMCashTransBill","CM","0"
"CM_CMCashTransBill_Trl","CM","0"
"CM_CMCashTransDocType","CM","9"
"CM_CMCashTransDocType_Trl","CM","9"
"CM_CMCurrencyExchangeBill","CM","0"
"CM_CMCurrencyExchangeBill_Trl","CM","0"
"CM_CMCurrencyExchangeDocType","CM","21"
"CM_CMCurrencyExchangeDocType_Trl","CM","21"
"CM_CMCurrencyExchangeProjectHead","CM","42"
"CM_CMCurrencyExchangeProjectHead_Trl","CM","42"
"CM_CMCurrencyExchangeProjectLine","CM","378"
"CM_CMCurrencyExchangeProjectLine_Trl","CM","378"
"CM_CMCurrencyExchangePurpose","CM","21"
"CM_CMCurrencyExchangePurpose_Trl","CM","21"
"CM_CMDrawBill","CM","2"
"CM_CMDrawBill_Trl","CM","2"
"CM_CMDrawDocType","CM","16"
"CM_CMDrawDocType_Trl","CM","16"
"CM_CMEntityTypeDic","CM","227"
"CM_CMNBPayDocType","CM","9"
"CM_CMNBPayDocType_Trl","CM","9"
"CM_CMNetBankConfig","CM","1542"
"CM_CMNetBankConfig_Trl","CM","1541"
"CM_CMNetBankDealId","CM","0"
"CM_CMNetBankDealId_Trl","CM","0"
"CM_CMNetPayChange","CM","0"
"CM_CMNetPayChange_Trl","CM","0"
"CM_CMNetPayChangeDocType","CM","9"
"CM_CMNetPayChangeDocType_Trl","CM","9"
"CM_CMPayBill","CM","20736"
"CM_CMPayBill_Trl","CM","20736"
"CM_CMPayChangeLines","CM","0"
"CM_CMPayChangeLines_Trl","CM","0"
"CM_CMPayDocType","CM","118"
"CM_CMPayDocType_Trl","CM","118"
"CM_CMRcvBill","CM","7315"
"CM_CMRcvBill_Trl","CM","7315"
"CM_CMRcvDocType","CM","62"
"CM_CMRcvDocType_Trl","CM","62"
"CM_CMSalaryBill","CM","0"
"CM_CMSalaryBill_Trl","CM","0"
"CM_CMSalaryBillLine","CM","0"
"CM_CMSalaryDocType","CM","9"
"CM_CMSalaryDocType_Trl","CM","9"
"CM_CMSaveBill","CM","1"
"CM_CMSaveBill_Trl","CM","1"
"CM_CMSaveDocType","CM","16"
"CM_CMSaveDocType_Trl","CM","16"
"CM_CMToGL","CM","262"
"CM_CMToGL_Trl","CM","262"
"CM_CMTransBill","CM","1453"
"CM_CMTransBill_Trl","CM","1394"
"CM_CMTransDocType","CM","29"
"CM_CMTransDocType_Trl","CM","29"
"CM_CMXGALDocType","CM","9"
"CM_CMXGALDocType_Trl","CM","9"
"CM_CMXGALHead","CM","56"
"CM_CMXGALHead_Trl","CM","56"
"CM_CMXGALLine","CM","80"
"CM_DailyClosed","CM","4612"
"CM_ElectronBill","CM","0"
"CM_ElectronBill_Trl","CM","0"
"CM_NBAccount","CM","0"
"CM_NBChargeStatementHead","CM","0"
"CM_NBChargeStatementLine","CM","0"
"CM_NBDealDetail","CM","0"
"CM_NBDealDetail_Trl","CM","0"
"CM_NBDealDetailDiary","CM","0"
"CM_NBIpPort","CM","0"
"CM_NetBankURL","CM","0"
"Complete_CompleteApplyDoc","Complete","0"
"Complete_CompleteApplyDoc_Trl","Complete","0"
"Complete_CompleteApplyDocCheckLine","Complete","0"
"Complete_CompleteApplyDocCheckLine_Trl","Complete","0"
"Complete_CompleteApplyDocLine","Complete","0"
"Complete_CompleteApplyDocLine_Trl","Complete","0"
"Complete_CompleteApplyDocType","Complete","32"
"Complete_CompleteApplyDocType_Trl","Complete","64"
"Complete_CompleteApplyDocWorkHour","Complete","0"
"Complete_CompleteApplyDocWorkHour_Trl","Complete","0"
"Complete_ProductCost","Complete","325417"
"Complete_RcvRptDoc","Complete","144069"
"Complete_RcvRptDoc_Trl","Complete","144067"
"Complete_RcvRptDocCost","Complete","988994"
"Complete_RcvRptDocLine","Complete","346481"
"Complete_RcvRptDocLine_bak20251007","Complete","1430"
"Complete_RcvRptDocLine_bak20251009","Complete","3903"
"Complete_RcvRptDocLine_Trl","Complete","148045"
"Complete_RcvRptDocLine1007","Complete","16006"
"Complete_RcvRptDocLineBalanceRoute","Complete","0"
"Complete_RcvRptDocLineBalanceRoute_Trl","Complete","0"
"Complete_RcvRptDocType","Complete","64"
"Complete_RcvRptDocType_Trl","Complete","128"
"CompletedScope","CompletedScope","0"
"Comprehensive_Cost_BelowLeft","Comprehensive","0"
"Comprehensive_Cost_BelowRight","Comprehensive","0"
"Comprehensive_Cost_Top","Comprehensive","0"
"CP_SMSignInRecord","CP","0"
"CRP_AvailableCapacity","CRP","0"
"CRP_CRPMaster","CRP","0"
"CRP_ExceptionTable","CRP","0"
"CRP_MOSnap","CRP","0"
"CRP_ResDayDemand","CRP","0"
"CRP_ResDemandSnap","CRP","0"
"CRP_ResRange","CRP","0"
"CRP_WorkCenterResourceSnap","CRP","0"
"CRP_WorkDaySnap","CRP","0"
"CS_Base_Action","CS","3"
"CS_Base_Action_Trl","CS","3"
"CS_BASE_ApprovalFileInfo","CS","0"
"CS_Base_Attachment","CS","0"
"CS_BASE_AttachmentBE","CS","0"
"CS_BASE_CheckOut","CS","0"
"CS_Base_CritiqueInfo","CS","0"
"CS_Base_CustomComponent","CS","2"
"CS_Base_CustomComponent_Trl","CS","2"
"CS_Base_CustomEntityAttributes","CS","40"
"CS_Base_CustomEntityAttributes_Trl","CS","40"
"CS_Base_CustomEntityMain","CS","5"
"CS_Base_CustomEntityMain_Trl","CS","5"
"CS_Base_CustomFormAttributes","CS","0"
"CS_Base_CustomFormAttributes_Trl","CS","0"
"CS_Base_CustomFormMain","CS","0"
"CS_Base_CustomFormMain_Trl","CS","0"
"CS_BASE_Directory","CS","0"
"CS_BASE_DocPrivilege","CS","0"
"CS_BASE_DocPrivilegeCode","CS","0"
"CS_BASE_DocPrivilegeCode_Trl","CS","0"
"CS_BASE_DocPrivilegeOwner","CS","0"
"CS_BASE_DocWorkspace","CS","0"
"CS_BASE_EntityClassMap","CS","2000"
"CS_BASE_FileFigure","CS","117965"
"CS_BASE_FileHotKeyword","CS","0"
"CS_BASE_FileInfo","CS","118525"
"CS_BASE_FileKeyword","CS","0"
"CS_BASE_HisFileInfo","CS","0"
"CS_BASE_PrivilegeObject","CS","0"
"CS_BASE_RefAttributes","CS","358"
"CS_BASE_RefAttributes_Trl","CS","358"
"CS_BASE_RefInfo","CS","179"
"CS_BASE_RefInfo_Trl","CS","355"
"CS_BASE_RefOrder","CS","0"
"CS_BASE_RefParamater","CS","0"
"CS_BASE_RefRelation","CS","0"
"CS_Base_SubscriberInfo","CS","0"
"CS_BaseUserGroup","CS","0"
"CS_BaseUserGroupMember","CS","0"
"CS_BoardAttachment","CS","0"
"CS_BoardCatgory","CS","0"
"CS_BoardCatgory_Trl","CS","0"
"CS_BoardCatgoryAdmin","CS","0"
"CS_BoardCatgoryApprover","CS","0"
"CS_BoardCatgoryPublisher","CS","0"
"CS_BoardComment","CS","0"
"CS_CF_Address","CS","0"
"CS_CF_Address_Trl","CS","0"
"CS_CF_Building","CS","0"
"CS_CF_Building_Trl","CS","0"
"CS_CF_ConferenceInfo","CS","0"
"CS_CF_ConferenceInfo_Trl","CS","0"
"CS_CF_FloorNum","CS","0"
"CS_CF_FloorNum_Trl","CS","0"
"CS_CF_MeetingAttachment","CS","0"
"CS_CF_MeetingOrgnization","CS","0"
"CS_CF_MeetingRoom","CS","0"
"CS_CF_MeetingRoom_Trl","CS","0"
"CS_CF_Participant","CS","0"
"CS_CF_Reply","CS","0"
"CS_CF_Summary","CS","0"
"CS_CF_SummaryAttachment","CS","0"
"CS_CF_SummaryReceiver","CS","0"
"CS_ClbBoard","CS","0"
"CS_ClbBoardAdmin","CS","0"
"CS_ClbBoardAllowDept","CS","0"
"CS_ClbBoardAllowJobPostion","CS","0"
"CS_ClbBoardAllowJobTitle","CS","0"
"CS_ClbBoardAllowOrg","CS","0"
"CS_ClbBoardAllowUserRole","CS","0"
"CS_ClbBoardAttachment","CS","0"
"CS_ClbCalendar","CS","0"
"CS_ClbContact","CS","0"
"CS_ClbContactCategory","CS","0"
"CS_ClbContactGroup","CS","0"
"CS_ClbContactWithCategory","CS","0"
"CS_ClbContactWithGroup","CS","0"
"CS_ClbEvent","CS","0"
"CS_ClbMessage","CS","0"
"CS_ClbMessageAttachments","CS","0"
"CS_ClbMessageReceiver","CS","0"
"CS_ClbNoteBook","CS","0"
"CS_ClbNoteBookArticle","CS","0"
"CS_ClbPersonalProfile","CS","0"
"CS_ClbTask","CS","0"
"CS_ClbTaskActionUser","CS","0"
"CS_ClbTaskAttachment","CS","0"
"CS_ClbUnReadNotifycation","CS","0"
"CS_CoopTask","CS","0"
"CS_CoopTaskAttachment","CS","0"
"CS_CoopTaskComment","CS","0"
"CS_CoopTaskCommentAttachment","CS","0"
"CS_CoopTaskFlow","CS","0"
"CS_CoopTaskFlowNode","CS","0"
"CS_CoopTaskFlowTaskUser","CS","0"
"CS_CoopTaskUserAttachment","CS","0"
"CS_CSAttachment","CS","7"
"CS_CSDept","CS","0"
"CS_CSGroupUser","CS","0"
"CS_CSMessage","CS","47"
"CS_CSMsgReceiver","CS","56"
"CS_CSOrg","CS","0"
"CS_CSSelfDefine","CS","0"
"CS_CSTask","CS","1"
"CS_CSTask_Trl","CS","1"
"CS_CSTaskAttachment","CS","0"
"CS_CSUserDefineGroup","CS","0"
"CS_CW_Storeage_Directory","CS","0"
"CS_CW_Storeage_File","CS","0"
"CS_DeptAdmin","CS","0"
"CS_DeptAdminMemeber","CS","0"
"CS_EventPractitioner","CS","0"
"CS_FA_FADirectory","CS","0"
"CS_FA_FADirectoryPermission","CS","0"
"CS_FA_FALog","CS","0"
"CS_FA_FAManager","CS","0"
"CS_FA_FAUserDirectoryPermission","CS","0"
"CS_FA_FormallyArchives","CS","0"
"CS_FADistribute","CS","0"
"CS_FADistributeLog","CS","0"
"cs_faloan","cs","0"
"CS_FD_DocRedHeader","CS","0"
"CS_FD_FDocNumber","CS","0"
"CS_FD_FDocNumber_Trl","CS","0"
"CS_FD_FDocNumberUpdated","CS","0"
"CS_FD_FDocStamp","CS","0"
"CS_FD_FDocType","CS","0"
"CS_FD_FDocType_Trl","CS","0"
"CS_FD_Supervisor","CS","0"
"CS_FD_SupervisorWorkflow","CS","0"
"CS_MessagePushRecord","CS","0"
"cs_MsgStrategy","cs","0"
"cs_MsgStrategy_Trl","cs","0"
"CS_News_AttachedFiles","CS","0"
"CS_News_CategoryAdmin","CS","0"
"CS_News_News","CS","0"
"CS_News_Settings","CS","0"
"CS_News_Sorts","CS","0"
"CS_Office_EntityInfo","CS","23"
"CS_Office_SystemProfile","CS","23"
"CS_Office_Template","CS","28"
"CS_Office_TemplateRefEntity","CS","30"
"CS_Office_UserProfile","CS","0"
"CS_Page","CS","0"
"CS_PageColumn","CS","0"
"CS_PubBoard","CS","0"
"CS_PubBoardAccess","CS","0"
"CS_PubBoardAccessLog","CS","0"
"CS_TargetUserProfile","CS","0"
"CS_UnifyExtType","CS","21"
"CS_UnifyExtType_Trl","CS","21"
"cs_unifymsg_context","cs","10404"
"cs_unifymsg_sourceconfig","cs","2"
"CS_UnifyMsgTargetReceiver","CS","91"
"CS_UniteMsg","CS","755812"
"CS_UniteMsg_Attachment","CS","0"
"CS_UniteMsg_Trl","CS","756562"
"CS_UniteMsgShowLog","CS","203"
"CS_UniteTask","CS","438427"
"CS_UniteTaskAttachment","CS","0"
"CS_Widget","CS","7"
"CS_Widget_Trl","CS","7"
"CS_WidgetInstance","CS","0"
"CS_WidgetZone","CS","0"
"CS_WidgetZone_Trl","CS","0"
"CS_Workflow_ChildFlowInfo","CS","0"
"cs_Workflow_DefineResetRecord","cs","0"
"CS_Workflow_DefineVersion","CS","2054"
"CS_Workflow_DVAttribute","CS","19"
"CS_Workflow_DVAttribute_Trl","CS","19"
"CS_Workflow_DVProvider","CS","7"
"CS_Workflow_DVProvider_Trl","CS","7"
"CS_Workflow_ExceptionStack","CS","228"
"CS_Workflow_FlowContext","CS","668677"
"CS_Workflow_FlowInstance","CS","257519"
"CS_Workflow_FlowInstance_Trl","CS","1029860"
"CS_Workflow_FlowInteroper","CS","0"
"CS_Workflow_FlowState","CS","1404955"
"CS_Workflow_FlowState_Trl","CS","4140430"
"CS_Workflow_OperateFlow","CS","106"
"CS_Workflow_OperateFlow_Trl","CS","106"
"CS_Workflow_PreWorkflowInfo","CS","0"
"CS_Workflow_ProcessTrack","CS","814232"
"CS_Workflow_ProcessTrackLog","CS","675392"
"CS_Workflow_ProcessTrackLog_Trl","CS","1911497"
"CS_Workflow_Row","CS","0"
"CS_Workflow_RowLog","CS","0"
"cs_workflow_RowWaitingUser","cs","0"
"CS_Workflow_TemporaryDefine","CS","0"
"CS_Workflow_TrustFlowInfo","CS","0"
"CS_Workflow_TrustUser","CS","0"
"cs_Workflow_ViewSchemaColumn","cs","0"
"cs_Workflow_ViewSchemaColumn_Trl","cs","0"
"cs_Workflow_ViewSchemaColumnDetail","cs","0"
"cs_Workflow_ViewSchemaSortColumn","cs","0"
"CS_Workflow_VisitInfo","CS","1"
"CS_Workflow_WaitingUser","CS","814198"
"CS_Workflow_WorkflowDefine","CS","106"
"CS_Workflow_WorkflowDefine_Trl","CS","106"
"cs_Workflow_WorkflowViewSchema","cs","0"
"cs_Workflow_WorkflowViewSchema_Trl","cs","0"
"CS_WS_Announcement","CS","0"
"CS_WS_AnnouncementItem","CS","0"
"CS_WS_CalendarTask","CS","0"
"CS_WS_CalendarTaskUser","CS","0"
"CS_WS_Calender","CS","0"
"CS_WS_ClassSubscribe","CS","0"
"CS_WS_Document","CS","0"
"CS_WS_EntityUserProfile","CS","0"
"CS_WS_ERPPage","CS","0"
"CS_WS_ERPPageInfo","CS","0"
"CS_WS_ERPPageRight","CS","0"
"CS_WS_Forum","CS","0"
"CS_WS_InstanceSubscribe","CS","0"
"CS_WS_Mail","CS","0"
"CS_WS_MailAccount","CS","0"
"CS_WS_MailAttchment","CS","0"
"CS_WS_MailBox","CS","0"
"CS_WS_MailBrowseStatus","CS","0"
"CS_WS_MailFolder","CS","0"
"CS_WS_MailUID","CS","0"
"CS_WS_Post","CS","0"
"CS_WS_RoleContent","CS","0"
"CS_WS_Thread","CS","0"
"CS_WS_Workspace","CS","0"
"CS_WS_WorkspaceContent","CS","0"
"CS_WS_WorkspaceItem","CS","0"
"CS_WS_WorkspaceMember","CS","0"
"CS_WS_WorkspaceMemberRole","CS","0"
"CS_WS_WorkspaceRole","CS","0"
"CS_WS_WorkspaceRole_Trl","CS","0"
"Cust_MRP_ChangeRecord","Cust","0"
"Cust_MRP_ItemSafetyQty","Cust","0"
"Cust_MRP_PlanDataDetail","Cust","0"
"Cust_MRP_PlanDataDetail_Trl","Cust","0"
"Cust_U9CBarCode_BarCodeMain","Cust","1152165"
"Cust_U9CBarCode_BarCodeMain_Required","Cust","0"
"Cust_U9CBarCode_BarCodeMain_Trl","Cust","1152132"
"Cust_U9CBarCode_BarCodeMainHis","Cust","12207"
"Cust_U9CBarCode_BarCodeProfile","Cust","0"
"Cust_U9CBarCode_BarCodeProfile_Trl","Cust","0"
"Cust_U9CBarCode_BarCodeRel","Cust","20"
"Cust_U9CBarCode_BarCodeRelMain","Cust","16"
"Cust_U9CBarCode_BarCodeRule","Cust","15"
"Cust_U9CBarCode_BarCodeRule_Trl","Cust","15"
"Cust_U9CBarCode_BarCodeRuleItem","Cust","60"
"Cust_U9CBarCode_BarCodeSource","Cust","434"
"Cust_U9CBarCode_BarCodeSource_Trl","Cust","434"
"Cust_U9CBarCode_BarCreateSrc","Cust","0"
"Cust_U9CBarCode_BarScanDetails","Cust","0"
"Cust_U9CBarCode_DocDescFlexSegment","Cust","233914"
"Cust_U9CBarCode_DocDescFlexSegment_Trl","Cust","11131"
"Cust_U9CBarCode_ItemMaster_Operation","Cust","0"
"Cust_U9CBarCode_LabelDesign","Cust","15"
"Cust_U9CBarCode_LabelDesign_Trl","Cust","15"
"Cust_U9CBarCode_LabelType","Cust","2"
"Cust_U9CBarCode_LabelType_Trl","Cust","2"
"Cust_U9CBarCode_LotRule","Cust","1"
"Cust_U9CBarCode_LotRuleItems","Cust","2"
"Cust_U9CBarCode_LotRuleItems_Trl","Cust","2"
"Cust_U9CBarCode_LotRuleRel","Cust","1"
"Cust_U9CBarCode_LotRuleRelMain","Cust","1"
"Cust_U9CBarCode_LotSource","Cust","127"
"Cust_U9CBarCode_LotSource_Trl","Cust","127"
"Cust_U9CBarcode_PickDoc","Cust","0"
"Cust_U9CBarcode_PickDoc_Trl","Cust","0"
"Cust_U9CBarcode_PickDocLine","Cust","0"
"Cust_U9CBarcode_PickDocLine_Trl","Cust","0"
"Cust_U9CBarcode_PickDocResult","Cust","0"
"Cust_U9CBarcode_PickDocResult_Trl","Cust","0"
"Cust_U9CBarcode_PickDocSubLine","Cust","0"
"Cust_U9CBarcode_PickDocSubLine_Trl","Cust","0"
"Cust_U9CBarcode_PickDocType","Cust","0"
"Cust_U9CBarcode_PickDocType_Trl","Cust","0"
"Cust_U9CBarCode_ProfileScheme","Cust","0"
